"id","run","nifti"
440133,1,"nfasm-sub-440133_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440136,1,"nfasm-sub-440136_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440144,1,"nfasm-sub-440144_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440146,1,"nfasm-sub-440146_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440147,1,"nfasm-sub-440147_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440151,1,"nfasm-sub-440151_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440154,1,"nfasm-sub-440154_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440159,1,"nfasm-sub-440159_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440161,1,"nfasm-sub-440161_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440177,1,"nfasm-sub-440177_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440191,1,"nfasm-sub-440191_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440195,1,"nfasm-sub-440195_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440212,1,NA
440218,1,"nfasm-sub-440218_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440220,1,"nfasm-sub-440220_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440223,1,NA
440225,1,"nfasm-sub-440225_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440230,1,"nfasm-sub-440230_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440242,1,"nfasm-sub-440242_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440248,1,"nfasm-sub-440248_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440270,1,"nfasm-sub-440270_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440318,1,"nfasm-sub-440318_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440332,1,"nfasm-sub-440332_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440334,1,"nfasm-sub-440334_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440346,1,"nfasm-sub-440346_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440348,1,"nfasm-sub-440348_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440365,1,"nfasm-sub-440365_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440366,1,"nfasm-sub-440366_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440382,1,"nfasm-sub-440382_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440390,1,"nfasm-sub-440390_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440405,1,"nfasm-sub-440405_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440410,1,"nfasm-sub-440410_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440427,1,"nfasm-sub-440427_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440447,1,"nfasm-sub-440447_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
440449,1,"nfasm-sub-440449_task-trust_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
