"id","decision","t_decides","p_button","trial","trustee","block","pchoice_onset","pchoice_offset","pchoice_rt","dchoice_onset","dchoice_offset","iti_onset","outcome_onset","outcome_offset","first_fixation","pchoice_duration","dchoice_duration","outcome_duration","trustee_dummy","noresponse","comp","trial_cwc","trial_cnc","model","Qshare","pshare_pred","R2","alpha_transformed","beta_transformed","kappaS_transformed","kappaT_bad_transformed","kappaT_good_transformed","kappaT_computer_transformed","PE_mult_z","V_mult_z","p_decides","reward","run"
221546,-1,"share",7,115,"neutral",25,600.622,601.618,0.996,601.64,601.839,603.141,601.94,603.039,105.226,0.996,0.199,1.099,0,0,0,115,115,"policy",-0.411618511,0.289634534,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,-1.52971913,0.087204786,0,1,NA
221546,-1,"keep",7,116,"neutral",25,605.493,606.127,0.634,606.143,606.342,607.645,606.444,607.543,105.226,0.634,0.199,1.099,0,0,0,116,116,"policy",-0.190174989,0.349060905,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.594531159,-0.28309715,0,1,NA
221546,1,"keep",7,117,"neutral",25,611.214,612.166,0.951,612.182,612.381,613.683,612.482,613.581,105.226,0.952,0.199,1.099,0,0,0,117,117,"policy",-0.386891599,0.295969494,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.072634036,-1.248078528,1,0,NA
221546,1,"keep",2,118,"neutral",25,615.735,616.541,0.806,616.569,616.768,618.07,616.869,617.968,105.226,0.806,0.199,1.099,0,0,0,118,118,"policy",-0.292910797,0.320759482,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,-0.043337672,-1.090922101,1,0,NA
221546,1,"keep",7,119,"neutral",25,620.906,621.643,0.737,621.673,621.872,623.174,621.973,623.072,105.226,0.737,0.199,1.099,0,0,0,119,119,"policy",-0.221759106,0.340234721,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,-0.131138403,-0.971940933,1,0,NA
221546,1,"keep",7,120,"neutral",25,626.644,627.325,0.681,627.344,627.543,628.845,627.644,628.743,105.226,0.681,0.199,1.099,0,0,0,120,120,"policy",-0.16789105,0.355351457,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,-0.19761124,-0.881861777,1,0,NA
221546,-1,"keep",7,121,"neutral",25,632.365,633.374,1.009,633.399,633.598,634.9,633.699,634.798,105.226,1.009,0.199,1.099,0,0,0,121,121,"policy",-0.127108217,0.366993226,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.672355153,-0.388558569,0,1,NA
221546,-1,"share",2,122,"neutral",25,637.703,638.505,0.802,638.537,638.736,640.038,638.837,639.936,105.226,0.802,0.199,1.099,0,0,0,122,122,"policy",-0.339144533,0.308425982,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,-1.440286704,-0.033987536,0,1,NA
221546,-1,"share",2,123,"neutral",25,642.974,643.835,0.861,643.858,644.057,645.359,644.158,645.257,105.226,0.861,0.199,1.099,0,0,0,123,123,"policy",-0.135305846,0.364640144,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,-1.188751069,-0.374850343,0,1,NA
221546,-1,"keep",2,124,"neutral",25,647.794,648.387,0.592,648.411,648.61,649.912,648.712,649.811,105.226,0.593,0.199,1.099,0,0,0,124,124,"policy",0.019017879,0.409910042,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.85267382,-0.632913318,0,1,NA
221546,-1,"keep",2,125,"neutral",25,652.765,653.371,0.605,653.399,653.598,654.9,653.699,654.798,105.226,0.606,0.199,1.099,0,0,0,125,125,"policy",-0.228514291,0.338361043,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.547220707,-0.218985465,0,1,NA
221546,-1,"keep",2,126,"neutral",25,657.752,658.327,0.574,658.353,658.552,659.854,658.653,659.752,105.226,0.575,0.199,1.099,0,0,0,126,126,"policy",-0.415917805,0.288541297,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.31596597,0.094394144,0,1,NA
221546,-1,"share",2,127,"neutral",25,662.423,662.91,0.486,662.94,663.139,664.441,663.24,664.339,105.226,0.487,0.199,1.099,0,0,0,127,127,"policy",-0.557798665,0.253879565,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,-1.710104504,0.331649931,0,1,NA
221546,-1,"keep",7,128,"neutral",25,666.926,667.654,0.727,667.677,667.876,669.178,667.977,669.076,105.226,0.728,0.199,1.099,0,0,0,128,128,"policy",-0.300846158,0.318624105,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.457963645,-0.098030784,0,1,NA
221546,-1,"keep",2,129,"neutral",88,671.547,672.7,1.152,672.731,672.93,674.232,673.031,674.13,105.226,1.153,0.199,1.099,0,0,0,129,129,"policy",-0.470679358,0.274833641,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.248390563,0.185967422,0,1,NA
221546,-1,"share",7,130,"neutral",88,676.117,676.729,0.611,676.751,676.95,678.252,677.051,678.15,105.226,0.612,0.199,1.099,0,0,0,130,130,"policy",-0.599257953,0.244285836,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,-1.761265,0.400978916,0,1,NA
221546,-1,"share",7,131,"neutral",88,681.288,681.961,0.672,681.989,682.188,683.49,682.289,683.388,105.226,0.673,0.199,1.099,0,0,0,131,131,"policy",-0.332234467,0.310252622,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,-1.431759727,-0.045542675,0,1,NA
221546,1,"share",2,132,"neutral",88,685.708,686.315,0.606,686.342,686.541,687.843,686.642,687.741,105.226,0.607,0.199,1.099,0,0,0,132,132,"policy",-0.130074321,0.366141084,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,1.606713559,-0.818623946,1,1.5,NA
221546,1,"share",2,133,"neutral",88,691.513,692.106,0.592,692.13,692.329,693.631,692.43,693.529,105.226,0.593,0.199,1.099,0,0,0,133,133,"policy",0.26589109,0.485283418,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,1.118094776,-0.156483292,1,1.5,NA
221546,1,"share",7,134,"neutral",88,696.584,697.607,1.022,697.635,697.834,699.136,697.935,699.034,105.226,1.023,0.199,1.099,0,0,0,134,134,"policy",0.565671557,0.577381234,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.748167597,0.344815127,1,1.5,NA
221546,1,"share",7,135,"neutral",88,701.304,702.386,1.081,702.405,702.604,703.906,702.705,703.804,105.226,1.082,0.199,1.099,0,0,0,135,135,"policy",0.792631605,0.6440183,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.468100351,0.7243419,1,1.5,NA
221546,1,"keep",7,136,"neutral",88,706.475,707.108,0.632,707.126,707.325,708.627,707.426,708.525,105.226,0.633,0.199,1.099,0,0,0,136,136,"policy",0.964460223,0.691139031,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,-1.594925464,1.011676879,1,0,NA
221546,1,"share",7,137,"neutral",88,711.596,712.221,0.624,712.247,712.446,713.748,712.547,713.646,105.226,0.625,0.199,1.099,0,0,0,137,137,"policy",0.730180789,0.626113175,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.545164258,0.619910495,1,1.5,NA
221546,1,"share",7,138,"neutral",88,715.983,716.593,0.609,716.617,716.816,718.118,716.917,718.016,105.226,0.61,0.199,1.099,0,0,0,138,138,"policy",0.91717949,0.678513704,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.314409058,0.932613167,1,1.5,NA
221546,1,"share",7,139,"neutral",88,720.587,721.189,0.601,721.221,721.42,722.722,721.521,722.62,105.226,0.602,0.199,1.099,0,0,0,139,139,"policy",1.058753871,0.715473553,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.139707178,1.169356454,1,1.5,NA
221546,1,"share",7,140,"neutral",88,725.924,726.6,0.675,726.625,726.824,728.126,726.925,728.024,105.226,0.676,0.199,1.099,0,0,0,140,140,"policy",1.165938067,0.741683387,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.007442567,1.34859184,1,1.5,NA
221546,1,"share",2,141,"neutral",88,730.411,731.963,1.551,731.979,732.178,733.481,732.28,733.379,105.226,1.552,0.199,1.099,0,0,0,141,141,"policy",1.247085882,0.760448484,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,-0.092693319,1.484288713,1,1.5,NA
221546,-1,"share",7,142,"neutral",88,735.065,735.982,0.916,735.999,736.198,737.501,736.3,737.399,105.226,0.917,0.199,1.099,0,0,0,142,142,"policy",1.30852188,0.774020499,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.592923105,-2.789245661,0,1,NA
221546,-1,"share",7,143,"neutral",88,740.353,740.93,0.576,740.953,741.152,742.455,741.254,742.353,105.226,0.577,0.199,1.099,0,0,0,143,143,"policy",1.112121818,0.728722376,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.350566684,-2.460821859,0,1,NA
221546,1,"share",2,144,"neutral",88,745.44,745.947,0.506,745.974,746.173,759.485,746.274,747.373,105.226,0.507,0.199,1.099,0,0,0,144,144,"policy",0.963429783,0.690866806,0.292579076,0.566800949,1.884166759,-0.066762309,0.032710027,0.058884965,-0.012497403,0.257336492,1.009953759,1,1.5,NA
221548,0,"keep",NA,1,"bad",50,0.251,2.85,0,2.953,3.152,4.454,3.253,4.352,110.488,2.599,0.199,1.099,-1,1,0,1,1,"policy",0,0.404230662,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-0.344744645,-0.619061363,NA,1,NA
221548,-1,"share",2,2,"bad",50,5.038,6.117,1.078,6.139,6.338,7.641,6.439,7.538,110.488,1.079,0.199,1.099,-1,0,0,2,2,"policy",-0.242912489,0.295726041,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-1.271291886,-0.18332147,0,1,NA
221548,-1,"share",7,3,"bad",50,9.859,10.861,1.001,10.877,11.076,12.378,11.177,12.276,110.488,1.002,0.199,1.099,-1,0,0,3,3,"policy",-0.062449767,0.344241511,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-1.046221989,-0.507038079,0,1,NA
221548,1,"keep",7,4,"bad",50,14.93,15.86,0.929,15.881,16.08,17.382,16.181,17.28,110.488,0.93,0.199,1.099,-1,0,0,4,4,"policy",0.074176306,0.383338246,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-0.437256014,-0.486002846,1,0,NA
221548,-1,"share",2,5,"bad",50,19.801,20.66,0.859,20.687,20.886,22.187,20.986,22.085,110.488,0.859,0.199,1.099,-1,0,0,5,5,"policy",0.056157955,0.378082069,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-0.898296549,-0.719798305,0,1,NA
221548,1,"keep",2,6,"bad",50,25.056,26.192,1.136,26.207,26.406,27.708,26.507,27.606,110.488,1.136,0.199,1.099,-1,0,0,6,6,"policy",0.163972731,0.409919388,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-0.549248518,-0.324924737,1,0,NA
221548,-1,"share",2,7,"bad",50,30.21,31.154,0.944,31.178,31.377,32.679,31.478,32.577,110.488,0.944,0.199,1.099,-1,0,0,7,7,"policy",0.124141707,0.398053731,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-0.813508423,-0.84174853,0,1,NA
221548,-1,"share",7,8,"bad",50,36.015,37.34,1.325,37.367,37.566,38.868,37.667,38.766,110.488,1.325,0.199,1.099,-1,0,0,8,8,"policy",0.21544238,0.425406974,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-0.699639847,-1.005524982,0,1,NA
221548,1,"share",2,9,"bad",50,41.353,42.658,1.305,42.688,42.887,44.189,42.988,44.087,110.488,1.305,0.199,1.099,-1,0,0,9,9,"policy",0.28456498,0.446433618,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,1.17112429,-0.108604638,1,1.5,NA
221548,1,"keep",2,10,"bad",50,45.907,47.376,1.468,47.392,47.591,48.91,47.709,48.808,110.488,1.469,0.199,1.099,-1,0,0,10,10,"policy",0.579809326,0.53748258,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-1.067872523,0.421008888,1,0,NA
221548,-1,"keep",2,11,"bad",50,50.578,52.149,1.57,52.163,52.362,53.664,52.463,53.562,110.488,1.571,0.199,1.099,-1,0,0,11,11,"policy",0.4389664,0.493987411,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,1.449908651,-1.40648556,0,1,NA
221548,-1,"share",2,12,"bad",50,55.115,55.74,0.624,55.766,55.965,57.267,56.066,57.165,110.488,0.625,0.199,1.099,-1,0,0,12,12,"policy",0.089423489,0.387807494,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-0.856808365,-0.779470496,0,1,NA
221548,-1,"keep",7,13,"bad",50,60.17,61.042,0.871,61.071,61.27,62.572,61.371,62.47,110.488,0.872,0.199,1.099,-1,0,0,13,13,"policy",0.189157652,0.417477402,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,1.138351624,-0.95837506,0,1,NA
221548,-1,"keep",7,14,"bad",50,64.791,66.097,1.305,66.125,66.324,67.626,66.425,67.524,110.488,1.306,0.199,1.099,-1,0,0,14,14,"policy",-0.099703594,0.333912313,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.778089017,-0.440211633,0,1,NA
221548,-1,"keep",2,15,"bad",50,69.395,70.233,0.837,70.262,70.461,71.763,70.562,71.661,110.488,0.838,0.199,1.099,-1,0,0,15,15,"policy",-0.318396835,0.276652003,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.505338697,-0.047916573,0,1,NA
221548,-1,"share",2,16,"bad",50,75.133,76.203,1.069,76.217,76.416,77.719,76.518,77.617,110.488,1.07,0.199,1.099,-1,0,0,16,16,"policy",-0.483966756,0.237580911,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-1.57193048,0.249085117,0,1,NA
221548,-1,"keep",2,17,"bad",25,80.354,81.364,1.009,81.389,81.588,82.89,81.689,82.788,110.488,1.01,0.199,1.099,-1,0,0,17,17,"policy",-0.244948942,0.295201531,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.596941603,-0.179668452,0,1,NA
221548,-1,"keep",2,18,"bad",25,84.741,85.667,0.925,85.709,85.908,87.21,86.009,87.108,110.488,0.926,0.199,1.099,-1,0,0,18,18,"policy",-0.428360274,0.250267381,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.368194252,0.149337415,0,1,NA
221548,-1,"share",7,19,"bad",25,89.329,90.296,0.966,90.313,90.512,91.814,90.613,91.712,110.488,0.967,0.199,1.099,-1,0,0,19,19,"policy",-0.567218703,0.219429339,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-1.675760827,0.398423648,0,1,NA
221548,-1,"keep",7,20,"bad",25,94.734,95.838,1.103,95.851,96.05,97.353,96.151,97.25,110.488,1.104,0.199,1.099,-1,0,0,20,20,"policy",-0.307977951,0.279239145,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.518332944,-0.066606115,0,1,NA
221548,-1,"keep",7,21,"bad",25,99.688,100.508,0.819,100.522,100.721,102.023,100.822,101.921,110.488,0.82,0.199,1.099,-1,0,0,21,21,"policy",-0.47607875,0.239353282,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.308680618,0.234935498,0,1,NA
221548,-1,"keep",2,22,"bad",25,105.109,105.951,0.841,105.977,106.176,107.478,106.277,107.376,110.488,0.842,0.199,1.099,-1,0,0,22,22,"policy",-0.603345765,0.211869246,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.149955461,0.463228887,0,1,NA
221548,-1,"share",2,23,"bad",25,110.397,111.141,0.743,111.165,111.364,112.666,111.465,112.564,110.488,0.744,0.199,1.099,-1,0,0,23,23,"policy",-0.699698032,0.192645607,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-1.84098669,0.636066961,0,1,NA
221548,-1,"keep",2,24,"bad",25,115.719,116.682,0.962,116.703,116.902,118.204,117.003,118.102,110.488,0.963,0.199,1.099,-1,0,0,24,24,"policy",-0.408276397,0.254958874,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.393242506,0.113310669,0,1,NA
221548,-1,"keep",2,25,"bad",25,120.84,121.895,1.054,121.924,122.123,123.425,122.224,123.323,110.488,1.055,0.199,1.099,-1,0,0,25,25,"policy",-0.55201345,0.222668689,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.21397621,0.371148249,0,1,NA
221548,1,"keep",7,26,"bad",25,126.178,126.788,0.61,126.812,127.011,128.313,127.112,128.211,110.488,0.61,0.199,1.099,-1,0,0,26,26,"policy",-0.660834978,0.200235112,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.479436984,-1.804476586,1,0,NA
221548,1,"share",2,27,"bad",25,131.266,132.111,0.845,132.133,132.332,133.634,132.433,133.532,110.488,0.845,0.199,1.099,-1,0,0,27,27,"policy",-0.500309909,0.233937571,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,2.15000629,-1.516524423,1,1.5,NA
221548,-1,"keep",7,28,"bad",25,136.337,137.007,0.67,137.037,137.236,138.539,137.338,138.437,110.488,0.67,0.199,1.099,-1,0,0,28,28,"policy",-0.014409649,0.357780725,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.884466107,-0.593213128,0,1,NA
221548,-1,"keep",2,29,"bad",25,141.074,141.924,0.849,141.942,142.141,143.443,142.242,143.341,110.488,0.85,0.199,1.099,-1,0,0,29,29,"policy",-0.253821855,0.292922544,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.585875464,-0.163752094,0,1,NA
221548,-1,"keep",7,30,"bad",25,146.796,147.607,0.81,147.63,147.829,149.131,147.93,149.029,110.488,0.811,0.199,1.099,-1,0,0,30,30,"policy",-0.435077846,0.248711087,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.359816216,0.16138749,0,1,NA
221548,1,"share",2,31,"bad",25,152.05,152.739,0.688,152.768,152.967,154.269,153.068,154.167,110.488,0.689,0.199,1.099,-1,0,0,31,31,"policy",-0.572304492,0.218353445,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,2.239796654,-1.645669336,1,1.5,NA
221548,-1,"keep",2,32,"bad",25,157.022,157.791,0.768,157.806,158.005,159.307,158.106,159.205,110.488,0.769,0.199,1.099,-1,0,0,32,32,"policy",-0.06891585,0.342437758,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.816486944,-0.495439128,0,1,NA
221548,-1,"share",2,33,"bad",88,162.193,162.878,0.684,162.893,163.092,164.395,163.194,164.293,110.488,0.685,0.199,1.099,-1,0,0,33,33,"policy",-0.295087818,0.282460356,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-1.336364028,-0.08972862,0,1,NA
221548,-1,"keep",2,34,"bad",88,167.281,167.846,0.564,167.864,168.063,169.366,168.165,169.264,110.488,0.565,0.199,1.099,-1,0,0,34,34,"policy",-0.101951057,0.333294115,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.775286021,-0.436180101,0,1,NA
221548,1,"share",7,35,"bad",88,171.751,172.281,0.529,172.302,172.501,173.803,172.602,173.701,110.488,0.53,0.199,1.099,-1,0,0,35,35,"policy",-0.320098361,0.276230901,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,1.925249654,-1.193258376,1,1.5,NA
221548,1,"share",2,36,"bad",88,176.172,176.714,0.541,176.739,176.938,178.24,177.039,178.138,110.488,0.542,0.199,1.099,-1,0,0,36,36,"policy",0.122026262,0.397426747,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,1.373839688,-0.400168911,1,1.5,NA
221548,1,"share",7,37,"bad",88,180.892,182.036,1.143,182.06,182.259,183.561,182.36,183.459,110.488,1.144,0.199,1.099,-1,0,0,37,37,"policy",0.456753293,0.499489011,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.956374089,0.200269218,1,1.5,NA
221548,1,"share",2,38,"bad",88,185.43,186.15,0.719,186.164,186.363,187.665,186.464,187.563,110.488,0.72,0.199,1.099,-1,0,0,38,38,"policy",0.710170948,0.577253146,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.640316099,0.654853426,1,1.5,NA
221548,1,"share",2,39,"bad",88,190.584,191.271,0.686,191.285,191.484,192.786,191.585,192.687,110.488,0.687,0.199,1.102,-1,0,0,39,39,"policy",0.902030289,0.633878752,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.401032541,0.999013453,1,1.5,NA
221548,1,"share",2,40,"bad",88,196.306,197.057,0.75,197.073,197.272,198.575,197.374,198.473,110.488,0.751,0.199,1.099,-1,0,0,40,40,"policy",1.0472846,0.674501259,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.219873948,1.259572711,1,1.5,NA
221548,1,"share",2,41,"bad",88,201.494,202.143,0.648,202.161,202.36,203.662,202.461,203.56,110.488,0.649,0.199,1.099,-1,0,0,41,41,"policy",1.157254825,0.70363753,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.08272104,1.456838871,1,1.5,NA
221548,1,"share",7,42,"bad",88,207.216,208.121,0.904,208.15,208.349,209.651,208.45,209.549,110.488,0.905,0.199,1.099,-1,0,0,42,42,"policy",1.240511908,0.724659486,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-0.021115713,1.606186617,1,1.5,NA
221548,1,"share",2,43,"bad",88,212.77,213.455,0.684,213.471,213.67,214.972,213.771,214.87,110.488,0.685,0.199,1.099,-1,0,0,43,43,"policy",1.303544807,0.739945118,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-0.099729223,1.71925593,1,1.5,NA
221548,1,"keep",7,44,"bad",88,217.258,218.218,0.959,218.242,218.441,219.743,218.542,219.641,110.488,0.96,0.199,1.099,-1,0,0,44,44,"policy",1.351266227,0.751145053,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-2.030019846,1.804859295,1,0,NA
221548,-1,"share",7,45,"bad",88,221.745,222.544,0.798,222.562,222.761,224.064,222.863,223.962,110.488,0.799,0.199,1.099,-1,0,0,45,45,"policy",1.023026784,0.667877518,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.307565056,-2.45418142,0,1,NA
221548,-1,"share",7,46,"bad",88,226.716,227.558,0.842,227.583,227.782,229.085,227.884,228.983,110.488,0.842,0.199,1.099,-1,0,0,46,46,"policy",0.895977046,0.632138851,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.149110882,-2.226277785,0,1,NA
221548,1,"share",7,47,"bad",88,231.387,232.193,0.806,232.221,232.42,233.722,232.521,233.62,110.488,0.806,0.199,1.099,-1,0,0,47,47,"policy",0.799789276,0.60405532,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.528545714,0.815612063,1,1.5,NA
221548,1,"share",2,48,"bad",88,237.125,238.347,1.221,238.376,238.575,251.888,238.676,239.775,110.488,1.222,0.199,1.099,-1,0,0,48,48,"policy",0.969879206,0.653133591,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.316412579,1.120721809,1,1.5,NA
221548,-1,"share",7,49,"neutral",50,254.04,255.42,1.379,255.441,255.64,256.942,255.741,256.84,110.488,1.38,0.199,1.099,0,0,0,49,49,"policy",1.098652168,0.688297417,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,0.401883689,-2.589839314,0,1,NA
221548,1,"keep",7,50,"neutral",50,259.094,259.856,0.761,259.878,260.077,261.38,260.179,261.278,110.488,0.762,0.199,1.099,0,0,0,50,50,"policy",0.953232079,0.688165614,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-1.533598738,1.090859956,1,0,NA
221548,1,"keep",7,51,"neutral",50,264.165,264.824,0.658,264.849,265.048,266.351,265.15,266.249,110.488,0.659,0.199,1.099,0,0,0,51,51,"policy",0.721680102,0.623647753,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-1.244811231,0.675498712,1,0,NA
221548,-1,"share",7,52,"neutral",50,268.836,269.651,0.814,269.67,269.869,271.172,269.971,271.07,110.488,0.815,0.199,1.099,0,0,0,52,52,"policy",0.546374992,0.571544826,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-0.28690658,-1.599156628,0,1,NA
221548,1,"keep",2,53,"neutral",50,273.307,274.131,0.823,274.158,274.357,275.659,274.458,275.557,110.488,0.824,0.199,1.099,0,0,0,53,53,"policy",0.535109927,0.568128279,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-1.012124227,0.340826467,1,0,NA
221548,1,"share",2,54,"neutral",50,278.645,279.427,0.781,279.446,279.645,280.947,279.746,280.845,110.488,0.782,0.199,1.099,0,0,0,54,54,"policy",0.405125043,0.528317052,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,1.020763925,0.107657725,1,1.5,NA
221548,1,"keep",2,55,"neutral",50,283.883,284.811,0.927,284.834,285.033,286.335,285.134,286.233,110.488,0.928,0.199,1.099,0,0,0,55,55,"policy",0.671083844,0.608844543,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,-1.181708478,0.584738422,1,0,NA
221548,-1,"keep",2,56,"neutral",50,288.87,289.965,1.094,289.988,290.187,291.489,290.288,291.387,110.488,1.095,0.199,1.099,0,0,0,56,56,"policy",0.508069197,0.559901273,0.437624674,0.529591988,2.389939982,-0.552350927,-0.371495012,0.152370747,-0.010156004,1.53609243,-1.530443146,0,1,NA
