"id","run","nifti"
221839,2,"nfasm-sub-221839_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221842,1,"nfasm-sub-221842_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221842,2,"nfasm-sub-221842_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221846,1,"nfasm-sub-221846_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221846,2,"nfasm-sub-221846_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221849,1,"nfasm-sub-221849_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221849,2,"nfasm-sub-221849_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221850,1,"nfasm-sub-221850_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221850,2,"nfasm-sub-221850_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221855,1,"nfasm-sub-221855_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221855,2,"nfasm-sub-221855_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221857,1,"nfasm-sub-221857_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221857,2,"nfasm-sub-221857_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221872,1,"nfasm-sub-221872_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221872,2,"nfasm-sub-221872_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221875,1,"nfasm-sub-221875_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221875,2,"nfasm-sub-221875_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221876,1,"nfasm-sub-221876_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221876,2,"nfasm-sub-221876_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221890,1,"nfasm-sub-221890_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221890,2,"nfasm-sub-221890_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221897,1,"nfasm-sub-221897_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221897,2,"nfasm-sub-221897_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221903,1,"nfasm-sub-221903_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221903,2,"nfasm-sub-221903_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221911,1,"nfasm-sub-221911_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221911,2,"nfasm-sub-221911_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221912,1,"nfasm-sub-221912_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221912,2,"nfasm-sub-221912_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221914,1,"nfasm-sub-221914_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221914,2,"nfasm-sub-221914_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221945,1,"nfasm-sub-221945_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221945,2,"nfasm-sub-221945_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221947,1,NA
221947,2,NA
221954,1,"nfasm-sub-221954_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221954,2,"nfasm-sub-221954_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221957,1,"nfasm-sub-221957_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221957,2,"nfasm-sub-221957_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221960,1,"nfasm-sub-221960_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221960,2,"nfasm-sub-221960_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221964,1,"nfasm-sub-221964_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221964,2,"nfasm-sub-221964_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221994,1,"nfasm-sub-221994_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221994,2,"nfasm-sub-221994_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221999,1,"nfasm-sub-221999_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
221999,2,"nfasm-sub-221999_task-clock_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
222027,1,"nfasm-sub-222027_task-clock_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz"
